Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification
Gentamicin 500 50,OTC,Cream,500 mg,Novartis,Depression,Supplement
Cefixime 3210,OTC,Syrup,2%,Cipla,Heartburn,Antihypertensive
Valsartan Plus 3211,Prescription,Ointment,100 mg,Abbott,Edema,Anxiolytic
Crocin 60000 DS,Prescription,Tablet,60000 IU,GlaxoSmithKline,Vitamin deficiency,Antacid
Becosules 1000 250 3213,OTC,Injection,1000 IU,Sun Pharma,Cold & Cough,Antiprotozoal
Vitamin C 500 3214,OTC,Injection,2000 IU,Mankind,Pain relief,Antidepressant
Levofloxacin Forte 3215,OTC,Tablet,375 mg,Cipla Ltd,Hypertension,Anxiolytic
Insulin DS 3216,Prescription,Drops,150 mg,Sun Pharma,Allergy,Antibiotic
Hydrochlorothiazide DS,OTC,Cream,2%,Abbott,Fever,Antidepressant
Aspirin 400 500,OTC,Capsule,400 mg,Sanofi,Allergy,Supplement
Zincovit 1% Forte 3219,Prescription,Syrup,1%,Sanofi,Fever,Antidiabetic
Fluoxetine 50 3220,Prescription,Tablet,50 mg,Intas,Inflammation,Antibiotic
Hydralazine 1000 1000,OTC,Capsule,1000 mg,Intas,Depression,Antacid
Amlodipine 200 Plus,OTC,Injection,200 mg,Alkem,Cold & Cough,Antiplatelet
Levocetirizine 300 1000,Prescription,Drops,300 mg,Intas,Clot prevention,Antacid
Vitamin D3 500 3224,OTC,Injection,500 mg,Cipla,Respiratory infection,Antihistamine
Combiflam 50 3225,Prescription,Capsule,250 mg,Pfizer,Blood pressure,Antidiabetic
Ofloxacin 500 3226,OTC,Capsule,650 mg,Cipla,Inflammation,Antacid
Gentamicin 400 50,OTC,Syrup,400 IU,Zydus,Respiratory infection,Antihypertensive
Clopidogrel 50 3228,OTC,Tablet,125 mg,Zydus,Vitamin deficiency,Antidepressant
Zincovit 500,Prescription,Capsule,300 mg,Lupin,Depression,Anxiolytic
Sertraline 500 3230,Prescription,Cream,450 mg,Glenmark,Skin infection,Antacid
Amlodipine 1000 Forte,Prescription,Cream,1000 mg,Glenmark,Respiratory infection,Antidiabetic
Ciprofloxacin 150 50,OTC,Cream,150 mg,GlaxoSmithKline,Respiratory infection,Antihistamine
Fluoxetine 3233,Prescription,Injection,60000 IU,Cipla Ltd,Anxiety,Diuretic
Aspirin DS,Prescription,Tablet,0.50%,Mankind,Bacterial infection,Corticosteroid
Valsartan Plus 3235,Prescription,Capsule,125 mg,Abbott,Heartburn,Anxiolytic
Amikacin 375 Plus 3236,OTC,Syrup,375 mg,Sanofi,Inflammation,Antidiabetic
Salbutamol XR 3237,Prescription,Drops,1000 mg,Abbott,Anxiety,Antibiotic
Fluoxetine DS,OTC,Injection,400 mg,Alembic,Respiratory infection,Anxiolytic
Gentamicin 750 250 3239,Prescription,Tablet,750 mg,Cipla,Infection,Antidiabetic
Clarithromycin 50,Prescription,Drops,75 mg,Sun Pharma,Skin infection,Antidiabetic
Diazepam 1000 Plus,OTC,Cream,1000 mg,Glenmark,Vitamin deficiency,Antidepressant
Amlodipine 600 250,Prescription,Cream,600 IU,Abbott,Blood pressure,Corticosteroid
Levosalbutamol 50 3243,Prescription,Capsule,500 mg,Pfizer,Clot prevention,Antihypertensive
Clopidogrel 650 DS,OTC,Injection,650 mg,Mankind,Hypertension,Antiplatelet
Sertraline Forte 3245,OTC,Ointment,100 mg,GlaxoSmithKline,Diabetes,Corticosteroid
Ranitidine 325 50 3246,Prescription,Ointment,325 mg,Alembic,Allergy,Antidiabetic
Salbutamol 0.5% Plus,OTC,Syrup,0.50%,Merck,Inflammation,Supplement
Vitamin D3 1% XR,OTC,Capsule,1%,Cipla,Pain relief,Antiprotozoal
B Complex Forte 3249,OTC,Injection,2000 IU,Cipla,Bacterial infection,Antihyperlipidemic
Rabeprazole 650 DS 3250,Prescription,Ointment,650 mg,Intas,Depression,Anxiolytic
Gentamicin 500 XR,OTC,Tablet,500 mg,Mankind,Hypertension,Antihypertensive
Levosalbutamol 200 SR,OTC,Ointment,200 mg,Sanofi,Infection,Antiprotozoal
Amlodipine 50 3253,Prescription,Injection,150 mg,Glenmark,Edema,Antacid
Salbutamol Plus 3254,OTC,Syrup,450 mg,Glenmark,Depression,Antacid
Simvastatin XR 3255,Prescription,Tablet,125 mg,Torrent,Skin infection,Antiprotozoal
Vitamin D3 Forte,OTC,Tablet,50 mg,Torrent,Blood pressure,Diuretic
Cefixime 250 1000 3257,Prescription,Cream,250 mg,Alembic,Diabetes,Antiplatelet
Gentamicin 400 Plus,OTC,Capsule,400 IU,Cipla,Infection,Antacid
Ofloxacin 300 1000,OTC,Tablet,300 mg,Zydus,Allergy,Antidiabetic
Cetirizine 500 1000,OTC,Cream,500 mg,Merck,Skin infection,Antiprotozoal
Calpol 500 3261,OTC,Injection,400 IU,Merck,Throat infection,Antibiotic
Rabeprazole 750 1000,Prescription,Tablet,750 mg,Merck,Throat infection,Antidepressant
Furosemide XR 3263,Prescription,Capsule,200 mg,Sun Pharma,Anxiety,Antiplatelet
Insulin 1000 3264,OTC,Cream,75 mg,Sanofi,Inflammation,Antihypertensive
Amoxicillin 600 Forte,Prescription,Drops,600 IU,Glenmark,Skin infection,Antacid
Montelukast 125 250,OTC,Injection,125 mg,Sun Pharma,Vitamin deficiency,Anxiolytic
Telmisartan 50 Forte,Prescription,Ointment,50 mg,Intas,Pain relief,Anticoagulant
Loratadine 300 500,Prescription,Ointment,300 mg,Zydus,Cold & Cough,Antidiabetic
Naproxen 3269,Prescription,Cream,100 mg,Intas,Diabetes,Antihypertensive
Prednisolone 500 1000 3270,OTC,Injection,500 mg,Alkem,Allergy,Antibiotic
Pantoprazole 0.5% DS,Prescription,Drops,0.50%,Mankind,Vitamin deficiency,Antihyperlipidemic
Prednisolone 125,OTC,Cream,125 mg,Novartis,Edema,Antihistamine
Levosalbutamol Plus 3273,OTC,Capsule,150 mg,GlaxoSmithKline,Blood pressure,Antihypertensive
Erythromycin 1000 3274,OTC,Tablet,600 IU,Pfizer,Respiratory infection,Antidiabetic
Crocin 2000 DS,Prescription,Injection,2000 IU,Intas,Heartburn,Corticosteroid
Diclofenac DS 3276,Prescription,Tablet,200 mg,Lupin,Hypertension,Antiprotozoal
Sertraline 400 Forte,Prescription,Cream,400 mg,Intas,Fever,Antiprotozoal
Dolo 60000 DS,Prescription,Injection,60000 IU,Lupin,Clot prevention,Anxiolytic
Ibuprofen 650 Forte 3279,OTC,Cream,650 mg,Alembic,Infection,Antihyperlipidemic
Zincovit 250 3280,Prescription,Cream,100 mg,Abbott,Blood pressure,Anticoagulant
Doxycycline 500 Forte,OTC,Ointment,500 mg,Aurobindo,Edema,Corticosteroid
Bisoprolol 250 3282,OTC,Injection,650 mg,Alkem,Immunity booster,Antacid
Doxycycline 50 3283,OTC,Ointment,2000 IU,Lupin,Clot prevention,Corticosteroid
Crocin 200,Prescription,Drops,200 mg,Bayer,Vitamin deficiency,Antiprotozoal
Erythromycin 500 3285,Prescription,Tablet,1000 IU,Cipla,Anxiety,Antiplatelet
Becosules 60000 1000,Prescription,Drops,60000 IU,Torrent,Diabetes,Antiplatelet
Atorvastatin DS 3287,OTC,Injection,400 mg,Sun Pharma,Edema,Anticoagulant
Gentamicin 50 3288,Prescription,Ointment,1000 IU,Merck,Throat infection,Diuretic
Losartan XR 3289,Prescription,Injection,1000 mg,Alembic,Edema,Antihistamine
Calpol 750 DS,Prescription,Capsule,750 mg,Dr. Reddy's,Skin infection,Antidepressant
Diazepam 400 Forte,OTC,Ointment,400 mg,Torrent,Inflammation,Analgesic
Hydralazine 500 1000,Prescription,Drops,500 mg,Pfizer,Fever,Diuretic
Vitamin C 250,Prescription,Tablet,200 mg,Torrent,Bacterial infection,Antihyperlipidemic
Simvastatin 2000 250,Prescription,Injection,2000 IU,Bayer,Edema,Anticoagulant
Clopidogrel 250 500,Prescription,Capsule,250 mg,Sanofi,Immunity booster,Antidiabetic
B Complex 750 50,OTC,Tablet,750 mg,Bayer,Immunity booster,Antihistamine
Losartan 650 SR,OTC,Injection,650 mg,Aurobindo,Allergy,Antacid
Ranitidine 300 SR,OTC,Capsule,300 mg,Cipla Ltd,Inflammation,Antiprotozoal
Dolo Plus 3299,OTC,Ointment,50 mg,Sanofi,Inflammation,Antacid
Cefuroxime 50 Forte,Prescription,Drops,50 mg,Mankind,Heartburn,Antihistamine
Vitamin D3 1000,Prescription,Tablet,1000 IU,Mankind,Bacterial infection,Antihistamine
Crocin 75 500,Prescription,Ointment,75 mg,Alkem,Depression,Antiplatelet
Hydrochlorothiazide 1000 3303,Prescription,Capsule,1000 mg,Zydus,Diabetes,Anticoagulant
Salbutamol 1000 1000,Prescription,Syrup,1000 IU,Mankind,Bacterial infection,Corticosteroid
Paracetamol 750 DS,Prescription,Capsule,750 mg,GlaxoSmithKline,Vitamin deficiency,Corticosteroid
Ibuprofen 650 500 3306,Prescription,Cream,650 mg,Sanofi,Fever,Antidepressant
Levocetirizine 150,OTC,Tablet,150 mg,Merck,Pain relief,Antiprotozoal
Telmisartan 400 XR 3308,Prescription,Capsule,400 mg,Intas,Inflammation,Antidepressant
Omeprazole 60000 1000,Prescription,Capsule,60000 IU,Novartis,Clot prevention,Antihypertensive
Metoprolol XR 3310,Prescription,Ointment,200 mg,Pfizer,Allergy,Anticoagulant
Metoprolol 500 XR,OTC,Injection,500 mg,Cipla,Immunity booster,Antihypertensive
Erythromycin 50 SR,OTC,Syrup,50 mg,Lupin,Pain relief,Antihyperlipidemic
Insulin 100 500,OTC,Capsule,100 mg,Dr. Reddy's,Fever,Antibiotic
Loratadine 500 3314,OTC,Injection,450 mg,Alkem,Bacterial infection,Antidiabetic
Montelukast 100 SR,Prescription,Injection,100 mg,Pfizer,Hypertension,Diuretic
B Complex DS 3316,Prescription,Capsule,50 mg,Sanofi,Inflammation,Antidiabetic
Zincovit 75 Plus,Prescription,Tablet,75 mg,Merck,Blood pressure,Antiprotozoal
Gentamicin 250 DS,Prescription,Cream,250 mg,Merck,Hypertension,Antiprotozoal
Crocin 50 1000,OTC,Ointment,50 mg,Alkem,Vitamin deficiency,Antidiabetic
Rabeprazole 150 50,OTC,Syrup,150 mg,Aurobindo,Vitamin deficiency,Antiplatelet
Cefuroxime 750 XR,Prescription,Tablet,750 mg,Zydus,Inflammation,Supplement
Aspirin 50 3322,OTC,Cream,1%,Mankind,Respiratory infection,Antibiotic
Diazepam 150 SR,Prescription,Capsule,150 mg,Abbott,Immunity booster,Anxiolytic
Pantoprazole 50 3324,OTC,Ointment,50 mg,Merck,Inflammation,Antihistamine
Warfarin 125 SR 3325,Prescription,Syrup,125 mg,Zydus,Infection,Supplement
Bisoprolol 2000 Forte,OTC,Tablet,2000 IU,Bayer,Vitamin deficiency,Diuretic
Simvastatin 500 3327,Prescription,Capsule,125 mg,Alembic,Blood pressure,Corticosteroid
B Complex 200 Forte,Prescription,Cream,200 mg,Lupin,Bacterial infection,Antiprotozoal
Sertraline 200 Forte,Prescription,Drops,200 mg,Bayer,Immunity booster,Corticosteroid
Simvastatin 750 250,Prescription,Syrup,750 mg,Torrent,Anxiety,Antihypertensive
Salbutamol DS 3331,Prescription,Capsule,60000 IU,Cipla Ltd,Skin infection,Antihistamine
Furosemide XR 3332,Prescription,Capsule,500 mg,Novartis,Pain relief,Diuretic
Cetirizine 50 3333,OTC,Syrup,400 IU,Aurobindo,Fever,Antidepressant
Calpol SR 3334,OTC,Drops,650 mg,Sun Pharma,Inflammation,Antacid
Paracetamol 450 50 3335,Prescription,Injection,450 mg,Mankind,Anxiety,Antiprotozoal
Cetirizine 150 250,Prescription,Cream,150 mg,Mankind,Pain relief,Antihypertensive
Hydrocortisone 50,Prescription,Ointment,100 mg,Sun Pharma,Diabetes,Antidepressant
Levofloxacin SR 3338,OTC,Ointment,125 mg,Bayer,Allergy,Diuretic
Levocetirizine 100 250 3339,Prescription,Injection,100 mg,Intas,Fever,Antiprotozoal
Paracetamol XR 3340,OTC,Capsule,150 mg,Glenmark,Cold & Cough,Antiplatelet
Amikacin 375 Plus 3341,OTC,Ointment,375 mg,Glenmark,Cold & Cough,Supplement
Naproxen 250 3342,OTC,Syrup,2000 IU,Abbott,Cold & Cough,Analgesic
Levosalbutamol SR 3343,Prescription,Drops,200 mg,Abbott,Skin infection,Antihistamine
Paracetamol 3344,OTC,Cream,150 mg,Sun Pharma,Pain relief,Supplement
Combiflam 375 500,Prescription,Cream,375 mg,Merck,Immunity booster,Diuretic
Amikacin DS 3346,Prescription,Capsule,75 mg,Abbott,Diabetes,Supplement
Montelukast 500,Prescription,Syrup,75 mg,Alkem,Inflammation,Antihypertensive
Montelukast Forte 3348,Prescription,Cream,300 mg,Cipla,Depression,Antihistamine
Ramipril Forte 3349,Prescription,Capsule,200 mg,Novartis,Clot prevention,Antiplatelet
Diclofenac 250 Forte,OTC,Capsule,250 mg,Abbott,Fever,Antiprotozoal
Furosemide Forte 3351,OTC,Tablet,300 mg,Dr. Reddy's,Immunity booster,Supplement
Combiflam 600 XR,Prescription,Syrup,600 IU,Cipla,Inflammation,Antiplatelet
Clopidogrel 750 Forte 3353,OTC,Capsule,750 mg,GlaxoSmithKline,Pain relief,Antihistamine
Valsartan 150 XR,OTC,Syrup,150 mg,Zydus,Fever,Antidiabetic
Cefuroxime 450 XR,Prescription,Tablet,450 mg,Intas,Depression,Antidepressant
Diclofenac 3356,Prescription,Syrup,150 mg,Sanofi,Anxiety,Antibiotic
Atorvastatin 50 3357,OTC,Capsule,450 mg,Glenmark,Immunity booster,Antiplatelet
Propranolol 2%,OTC,Ointment,2%,Abbott,Respiratory infection,Antiprotozoal
Ibuprofen DS 3359,Prescription,Cream,300 mg,Alkem,Infection,Anticoagulant
Cefuroxime 500 3360,Prescription,Syrup,1000 mg,Merck,Diabetes,Antiprotozoal
Simvastatin 300 250,OTC,Syrup,300 mg,Pfizer,Immunity booster,Analgesic
Bisoprolol 650 250,OTC,Drops,650 mg,Aurobindo,Respiratory infection,Antiprotozoal
Rosuvastatin 150 250,OTC,Injection,150 mg,Pfizer,Infection,Antihistamine
Amoxicillin Plus 3364,Prescription,Cream,400 mg,GlaxoSmithKline,Throat infection,Anticoagulant
Vitamin D3 1000 500,OTC,Drops,1000 IU,Pfizer,Fever,Antiprotozoal
Simvastatin 75 1000,OTC,Syrup,75 mg,Pfizer,Diabetes,Diuretic
Azithromycin Forte,OTC,Cream,1000 mg,Cipla Ltd,Heartburn,Analgesic
Becosules 250 3368,OTC,Injection,500 mg,Novartis,Clot prevention,Anxiolytic
Sertraline DS 3369,OTC,Syrup,450 mg,Sun Pharma,Inflammation,Supplement
Levofloxacin 200 250,OTC,Cream,200 mg,Sun Pharma,Fever,Antidiabetic
Rosuvastatin SR 3371,OTC,Drops,200 mg,Alembic,Edema,Antihyperlipidemic
Salbutamol 450 Forte,OTC,Injection,450 mg,Novartis,Immunity booster,Anxiolytic
Loratadine 0.5%,Prescription,Cream,0.50%,Bayer,Bacterial infection,Corticosteroid
Hydralazine 450 50,Prescription,Syrup,450 mg,Alembic,Cold & Cough,Antiplatelet
Ciprofloxacin 100 250,Prescription,Syrup,100 mg,Intas,Pain relief,Supplement
Metronidazole 650 1000,OTC,Ointment,650 mg,Aurobindo,Vitamin deficiency,Corticosteroid
Aspirin 375 XR,OTC,Syrup,375 mg,Cipla Ltd,Respiratory infection,Diuretic
Prednisolone Forte 3378,OTC,Cream,0.50%,Sun Pharma,Edema,Antihypertensive
Omnacortil 75 SR,Prescription,Injection,75 mg,Glenmark,Heartburn,Antihypertensive
Gentamicin 500 3380,OTC,Drops,1000 mg,Torrent,Diabetes,Supplement
Aspirin 1000 3381,OTC,Syrup,200 mg,Alembic,Blood pressure,Antidiabetic
Naproxen 125 SR,OTC,Capsule,125 mg,GlaxoSmithKline,Anxiety,Antihistamine
Doxycycline 400,OTC,Cream,400 mg,Sun Pharma,Inflammation,Anticoagulant
Valsartan 1000 3384,Prescription,Drops,60000 IU,Bayer,Immunity booster,Antiplatelet
Warfarin 500 500,OTC,Tablet,500 mg,Torrent,Anxiety,Antihypertensive
Insulin 75 Forte,OTC,Syrup,75 mg,Abbott,Vitamin deficiency,Antihyperlipidemic
Montelukast Plus 3387,Prescription,Drops,300 mg,Alkem,Diabetes,Antidiabetic
Diazepam 1% 50,Prescription,Injection,1%,Sanofi,Hypertension,Antiplatelet
Montelukast 450 500,Prescription,Capsule,450 mg,Mankind,Vitamin deficiency,Antihyperlipidemic
Vitamin D3 75 DS,OTC,Capsule,75 mg,Sun Pharma,Hypertension,Antihypertensive
Telmisartan Plus 3391,Prescription,Ointment,500 mg,Zydus,Allergy,Antihistamine
Atorvastatin DS 3392,OTC,Cream,75 mg,Dr. Reddy's,Bacterial infection,Antiprotozoal
Valsartan 650,OTC,Drops,650 mg,Aurobindo,Diabetes,Diuretic
Levocetirizine 1000 Forte 3394,Prescription,Ointment,1000 mg,Alkem,Clot prevention,Antidepressant
Montelukast 3395,Prescription,Tablet,500 mg,Glenmark,Hypertension,Antidiabetic
Prednisolone 375 50,OTC,Tablet,375 mg,Mankind,Allergy,Corticosteroid
Rabeprazole 150 Plus,Prescription,Capsule,150 mg,Lupin,Immunity booster,Diuretic
B Complex 375 Forte,OTC,Tablet,375 mg,Zydus,Blood pressure,Analgesic
Diclofenac SR 3399,OTC,Syrup,500 mg,Zydus,Cold & Cough,Corticosteroid
Crocin 500 50,Prescription,Injection,500 mg,Lupin,Bacterial infection,Anticoagulant
Bisoprolol XR 3401,OTC,Drops,60000 IU,Glenmark,Skin infection,Antidepressant
Naproxen 50 3402,Prescription,Cream,375 mg,Aurobindo,Heartburn,Antacid
Metformin 100,OTC,Ointment,100 mg,Lupin,Bacterial infection,Antibiotic
Losartan 375 1000,Prescription,Tablet,375 mg,Abbott,Allergy,Antihistamine
Salbutamol 50 XR,Prescription,Tablet,50 mg,Novartis,Respiratory infection,Supplement
Paracetamol 50 3406,Prescription,Injection,75 mg,Zydus,Anxiety,Antidepressant
Metoprolol 250 1000,OTC,Tablet,250 mg,Alkem,Respiratory infection,Corticosteroid
Valsartan 1000 250,OTC,Injection,1000 mg,Glenmark,Clot prevention,Anticoagulant
Becosules 325,OTC,Ointment,325 mg,Bayer,Depression,Antacid
Montelukast 750 50,OTC,Capsule,750 mg,Cipla Ltd,Diabetes,Anxiolytic
Dolo 375 250,Prescription,Syrup,375 mg,Lupin,Fever,Diuretic
Metronidazole 3412,Prescription,Syrup,650 mg,Abbott,Infection,Anxiolytic
Cefixime 1000,Prescription,Capsule,1000 mg,Lupin,Pain relief,Antibiotic
Ibuprofen 400 1000,OTC,Capsule,400 mg,Glenmark,Immunity booster,Supplement
Amoxicillin 0.5% 250,Prescription,Syrup,0.50%,Novartis,Skin infection,Antidiabetic
Hydralazine Plus 3416,Prescription,Cream,2000 IU,Alkem,Bacterial infection,Antibiotic
B Complex 600,OTC,Tablet,600 IU,Sun Pharma,Edema,Corticosteroid
B Complex 750 3418,OTC,Drops,750 mg,Merck,Vitamin deficiency,Anticoagulant
Valsartan Plus 3419,OTC,Injection,250 mg,Novartis,Diabetes,Antibiotic
Simvastatin XR 3420,OTC,Syrup,650 mg,Cipla Ltd,Fever,Antihyperlipidemic
Simvastatin 375 XR,Prescription,Syrup,375 mg,Intas,Throat infection,Antidiabetic
Becosules Forte 3422,Prescription,Drops,375 mg,Glenmark,Respiratory infection,Antihyperlipidemic
Dolo 50 3423,OTC,Ointment,1%,Torrent,Immunity booster,Antihistamine
Crocin 400,OTC,Injection,400 IU,Sanofi,Respiratory infection,Antihypertensive
Loratadine 250 3425,Prescription,Capsule,1000 mg,Zydus,Edema,Antihypertensive
Pantoprazole 50 3426,OTC,Syrup,2000 IU,Novartis,Clot prevention,Anxiolytic
Loratadine SR 3427,Prescription,Ointment,0.50%,Novartis,Skin infection,Diuretic
Levofloxacin Forte 3428,Prescription,Cream,600 IU,Bayer,Infection,Antacid
Diclofenac 0.5% XR 3429,OTC,Ointment,0.50%,Zydus,Clot prevention,Antiprotozoal
Hydralazine 75 250,Prescription,Syrup,75 mg,Aurobindo,Diabetes,Antidiabetic
Enalapril Forte 3431,OTC,Drops,2000 IU,Zydus,Skin infection,Antihyperlipidemic
Levofloxacin,Prescription,Ointment,250 mg,Alkem,Skin infection,Antacid
Prednisolone Forte 3433,Prescription,Tablet,60000 IU,Zydus,Anxiety,Antidepressant
Rabeprazole DS 3434,OTC,Cream,50 mg,Abbott,Depression,Antidepressant
Omeprazole 500 3435,Prescription,Injection,125 mg,Intas,Hypertension,Antihistamine
Doxycycline 75 SR,OTC,Injection,75 mg,Sun Pharma,Fever,Analgesic
Ofloxacin XR 3437,OTC,Tablet,400 IU,Glenmark,Throat infection,Antibiotic
Hydrocortisone 2000 XR,Prescription,Ointment,2000 IU,Alkem,Cold & Cough,Antidepressant
Warfarin XR 3439,OTC,Tablet,100 mg,Aurobindo,Bacterial infection,Antihyperlipidemic
Cefixime Forte 3440,Prescription,Ointment,375 mg,Intas,Cold & Cough,Analgesic
Erythromycin 2000 1000,OTC,Tablet,2000 IU,Sun Pharma,Depression,Antidepressant
Zincovit 1000 3442,OTC,Drops,750 mg,Pfizer,Respiratory infection,Antihistamine
Loratadine 150 250,OTC,Ointment,150 mg,Novartis,Blood pressure,Antihyperlipidemic
Hydrochlorothiazide SR 3444,Prescription,Ointment,250 mg,Alembic,Diabetes,Antidiabetic
Metronidazole XR 3445,OTC,Capsule,300 mg,Pfizer,Depression,Corticosteroid
Losartan 650 250,Prescription,Drops,650 mg,Cipla Ltd,Inflammation,Antibiotic
Hydrocortisone 500 3447,OTC,Capsule,50 mg,Intas,Infection,Anxiolytic
Diazepam 400 Forte 3448,OTC,Drops,400 mg,Sanofi,Edema,Antiprotozoal
Amlodipine 300 SR,Prescription,Cream,300 mg,Cipla Ltd,Inflammation,Antihistamine
Ramipril 1% SR,Prescription,Ointment,1%,Alkem,Depression,Antacid
Naproxen 1000 3451,Prescription,Ointment,300 mg,Aurobindo,Throat infection,Antiplatelet
Losartan 300 XR,Prescription,Syrup,300 mg,Cipla,Cold & Cough,Anxiolytic
Insulin 1000 3453,Prescription,Syrup,1000 mg,GlaxoSmithKline,Cold & Cough,Antidepressant
Ofloxacin 3454,OTC,Ointment,500 mg,Merck,Bacterial infection,Antidiabetic
Simvastatin 450 50,OTC,Tablet,450 mg,Alkem,Skin infection,Antihypertensive
B Complex SR 3456,Prescription,Injection,200 mg,Cipla,Heartburn,Antihyperlipidemic
Ranitidine 100 DS,OTC,Capsule,100 mg,Cipla Ltd,Vitamin deficiency,Antihistamine
Ofloxacin 1000 50,OTC,Drops,1000 mg,Bayer,Inflammation,Antihypertensive
Hydralazine 2% DS,Prescription,Tablet,2%,Intas,Hypertension,Antacid
Loratadine 100 500,Prescription,Drops,100 mg,Torrent,Skin infection,Antiprotozoal
B Complex 650,Prescription,Injection,650 mg,Bayer,Throat infection,Antibiotic
Amlodipine SR 3462,OTC,Capsule,375 mg,Torrent,Fever,Corticosteroid
Paracetamol 1000 3463,OTC,Drops,500 mg,Novartis,Hypertension,Anticoagulant
Pantoprazole 150 SR 3464,OTC,Ointment,150 mg,Dr. Reddy's,Diabetes,Analgesic
Hydrochlorothiazide 250 500 3465,Prescription,Capsule,250 mg,Pfizer,Respiratory infection,Corticosteroid
Valsartan 150 Plus,Prescription,Capsule,150 mg,Cipla,Infection,Anticoagulant
Vitamin D3 150,Prescription,Ointment,150 mg,Lupin,Throat infection,Antidepressant
Cefuroxime SR 3468,OTC,Drops,650 mg,Sanofi,Vitamin deficiency,Antibiotic
Cetirizine 400 50,OTC,Drops,400 mg,Cipla,Fever,Antihistamine
Hydrochlorothiazide XR 3470,Prescription,Drops,125 mg,Mankind,Hypertension,Supplement
Hydrochlorothiazide 75 SR,Prescription,Tablet,75 mg,Bayer,Hypertension,Antihyperlipidemic
Crocin 300 DS,OTC,Drops,300 mg,Alkem,Hypertension,Antiprotozoal
Metoprolol 750 Plus,OTC,Cream,750 mg,Zydus,Throat infection,Corticosteroid
Diazepam 60000 SR,OTC,Ointment,60000 IU,Pfizer,Skin infection,Antihypertensive
Losartan 250 3475,Prescription,Drops,2000 IU,Alembic,Fever,Antihypertensive
Ciprofloxacin 3476,OTC,Tablet,325 mg,Sanofi,Diabetes,Supplement
Prednisolone 50 Plus,Prescription,Syrup,50 mg,Glenmark,Blood pressure,Analgesic
Amlodipine 125 DS 3478,Prescription,Capsule,125 mg,Intas,Throat infection,Diuretic
Diclofenac 150 SR,OTC,Syrup,150 mg,Cipla,Vitamin deficiency,Diuretic
Ibuprofen 50 3480,Prescription,Tablet,1%,Torrent,Diabetes,Antihistamine
Bisoprolol 450 SR,OTC,Drops,450 mg,Dr. Reddy's,Hypertension,Antidepressant
Levosalbutamol 1% 1000,OTC,Injection,1%,Bayer,Anxiety,Antihypertensive
Clarithromycin 375 Plus,Prescription,Capsule,375 mg,Glenmark,Heartburn,Anticoagulant
Clopidogrel 100 3484,Prescription,Ointment,100 mg,Dr. Reddy's,Vitamin deficiency,Antihistamine
